drug1,drug2,cell,label
5-FU,AZD1775,SW620,8.051672533
5-FU,AZD1775,SW837,2.577855416
5-FU,AZD1775,T47D,10.0383629
5-FU,AZD1775,UACC62,11.45935053
5-FU,AZD1775,VCAP,-0.998327533
5-FU,AZD1775,ZR751,0.423932097
5-FU,BEZ-235,A2058,13.6791116
5-FU,BEZ-235,A2780,3.933223908
5-FU,BEZ-235,A375,3.290547961
5-FU,BEZ-235,A427,8.842811226
5-FU,BEZ-235,CAOV3,4.432506351
5-FU,BEZ-235,ES2,2.477429029
5-FU,BEZ-235,HCT116,2.74578436
5-FU,BEZ-235,HT144,2.323089789
5-FU,BEZ-235,HT29,11.89580272
5-FU,BEZ-235,KPL1,16.46284909
5-FU,BEZ-235,LNCAP,55.29129934
5-FU,BEZ-235,LOVO,0.049724345
5-FU,BEZ-235,MDAMB436,18.97429236
5-FU,BEZ-235,MSTO,-8.321116212
5-FU,BEZ-235,NCIH1650,17.63815521
5-FU,BEZ-235,NCIH2122,7.697273484
5-FU,BEZ-235,NCIH23,4.990219711
5-FU,BEZ-235,NCIH460,20.10041374
5-FU,BEZ-235,NCIH520,16.72179723
5-FU,BEZ-235,OV90,17.54707857
5-FU,BEZ-235,RKO,16.93600135
5-FU,BEZ-235,RPMI7951,12.70594985
5-FU,BEZ-235,SKMEL30,-73.13840165
5-FU,BEZ-235,SKMES1,21.2679035
5-FU,BEZ-235,SKOV3,4.245879079
5-FU,BEZ-235,SW620,12.02859024
5-FU,BEZ-235,SW837,5.514510748
5-FU,BEZ-235,T47D,106.0071924
5-FU,BEZ-235,UACC62,7.931877525
5-FU,BEZ-235,VCAP,11.75742482
5-FU,BEZ-235,ZR751,7.075982806
5-FU,BORTEZOMIB,A2058,-5.239878448
5-FU,BORTEZOMIB,A2780,-18.59912622
5-FU,BORTEZOMIB,A375,-2.405334783
5-FU,BORTEZOMIB,A427,-7.87670815
5-FU,BORTEZOMIB,CAOV3,-35.27304184
5-FU,BORTEZOMIB,ES2,-16.13012533
5-FU,BORTEZOMIB,HCT116,-4.51926945
5-FU,BORTEZOMIB,HT144,-14.56978258
5-FU,BORTEZOMIB,HT29,-15.95161347
5-FU,BORTEZOMIB,KPL1,-2.997532726
5-FU,BORTEZOMIB,LNCAP,-1.855232481
5-FU,BORTEZOMIB,LOVO,-6.175982009
5-FU,BORTEZOMIB,MDAMB436,-2.025565761
5-FU,BORTEZOMIB,MSTO,52.48518972
5-FU,BORTEZOMIB,NCIH1650,-15.77870569
5-FU,BORTEZOMIB,NCIH2122,-16.69626568
5-FU,BORTEZOMIB,NCIH23,-9.190964586
5-FU,BORTEZOMIB,NCIH460,-18.99813026
5-FU,BORTEZOMIB,NCIH520,-24.06755091
5-FU,BORTEZOMIB,OV90,-9.586166869
5-FU,BORTEZOMIB,RKO,2.907200668
5-FU,BORTEZOMIB,RPMI7951,-10.47941439
5-FU,BORTEZOMIB,SKMEL30,-172.8887021
5-FU,BORTEZOMIB,SKMES1,-11.64272985
5-FU,BORTEZOMIB,SKOV3,-4.604893623
5-FU,BORTEZOMIB,SW620,-1.907966818
5-FU,BORTEZOMIB,SW837,-1.3618595
5-FU,BORTEZOMIB,T47D,2.748791181
5-FU,BORTEZOMIB,UACC62,-17.84185108
5-FU,BORTEZOMIB,VCAP,-7.053510631
5-FU,BORTEZOMIB,ZR751,-17.45137527
5-FU,DASATINIB,A2058,31.12564418
5-FU,DASATINIB,A2780,50.60366026
5-FU,DASATINIB,A375,2.683689159
5-FU,DASATINIB,A427,28.34808451
5-FU,DASATINIB,CAOV3,17.87983173
5-FU,DASATINIB,ES2,17.69019535
5-FU,DASATINIB,HCT116,-7.819271786
5-FU,DASATINIB,HT144,-22.97327812
5-FU,DASATINIB,HT29,17.06698076
5-FU,DASATINIB,KPL1,3.446811911
5-FU,DASATINIB,LNCAP,0.242507366
5-FU,DASATINIB,LOVO,21.38558819
5-FU,DASATINIB,MDAMB436,18.71869688
5-FU,DASATINIB,MSTO,17.56299065
5-FU,DASATINIB,NCIH1650,23.23497071
5-FU,DASATINIB,NCIH2122,-31.1947196
5-FU,DASATINIB,NCIH23,11.55914675
5-FU,DASATINIB,NCIH460,21.6687261
5-FU,DASATINIB,NCIH520,42.73505144
5-FU,DASATINIB,OV90,0.433034774
5-FU,DASATINIB,RKO,17.31163283
5-FU,DASATINIB,RPMI7951,19.06355103
5-FU,DASATINIB,SKMEL30,-4.618694814
5-FU,DASATINIB,SKMES1,2.981820492
5-FU,DASATINIB,SKOV3,1.304656068
5-FU,DASATINIB,SW620,30.44463084
5-FU,DASATINIB,SW837,15.87733689
5-FU,DASATINIB,T47D,18.86560141
5-FU,DASATINIB,UACC62,12.12396034
5-FU,DASATINIB,VCAP,21.45572644
5-FU,DASATINIB,ZR751,5.114279433
5-FU,DINACICLIB,A2058,4.331695207
5-FU,DINACICLIB,A2780,-8.161128639
5-FU,DINACICLIB,A375,-5.415934201
5-FU,DINACICLIB,A427,-7.747473682
5-FU,DINACICLIB,CAOV3,-14.34742589
5-FU,DINACICLIB,ES2,3.407184558
5-FU,DINACICLIB,HCT116,2.91890147
5-FU,DINACICLIB,HT144,-3.477422217
5-FU,DINACICLIB,HT29,-2.539408744
5-FU,DINACICLIB,KPL1,0.007355464
5-FU,DINACICLIB,LNCAP,-0.848044466
5-FU,DINACICLIB,LOVO,-11.87695993
5-FU,DINACICLIB,MDAMB436,5.34753412
5-FU,DINACICLIB,MSTO,1.110428284
5-FU,DINACICLIB,NCIH1650,-2.113223506
5-FU,DINACICLIB,NCIH2122,1.218713173
5-FU,DINACICLIB,NCIH23,-9.5337023
5-FU,DINACICLIB,NCIH460,-7.420980558
5-FU,DINACICLIB,NCIH520,-4.321048546
5-FU,DINACICLIB,OV90,-5.935579062
5-FU,DINACICLIB,RKO,5.62381944
5-FU,DINACICLIB,RPMI7951,-5.68699024
5-FU,DINACICLIB,SKMEL30,-96.61714003
5-FU,DINACICLIB,SKMES1,-3.140341301
5-FU,DINACICLIB,SKOV3,-13.89910152
5-FU,DINACICLIB,SW620,-4.568071398
5-FU,DINACICLIB,SW837,-19.57332293
5-FU,DINACICLIB,T47D,-2.721986339
5-FU,DINACICLIB,UACC62,3.682573248
5-FU,DINACICLIB,VCAP,14.421994
5-FU,DINACICLIB,ZR751,-13.58239014
5-FU,ERLOTINIB,A2058,9.694285755
5-FU,ERLOTINIB,A2780,16.5693311
5-FU,ERLOTINIB,A375,13.96439243
5-FU,ERLOTINIB,A427,18.42925816
5-FU,ERLOTINIB,CAOV3,-7.951635169
5-FU,ERLOTINIB,ES2,15.1231625
5-FU,ERLOTINIB,HCT116,14.45297793
5-FU,ERLOTINIB,HT144,9.559453271
5-FU,ERLOTINIB,HT29,11.33747162
5-FU,ERLOTINIB,KPL1,-3.015273458
5-FU,ERLOTINIB,LNCAP,-6.984395195
5-FU,ERLOTINIB,LOVO,12.41733168
5-FU,ERLOTINIB,MDAMB436,16.1498979
5-FU,ERLOTINIB,MSTO,-45.89376066
5-FU,ERLOTINIB,NCIH1650,0.92478625
5-FU,ERLOTINIB,NCIH2122,24.45497683
5-FU,ERLOTINIB,NCIH23,6.37341014
5-FU,ERLOTINIB,NCIH460,17.22484698
5-FU,ERLOTINIB,NCIH520,7.235758199
5-FU,ERLOTINIB,OV90,-11.04004585
5-FU,ERLOTINIB,RKO,20.98757258
5-FU,ERLOTINIB,RPMI7951,17.00484175
5-FU,ERLOTINIB,SKMEL30,13.95488386
5-FU,ERLOTINIB,SKMES1,21.28942476
5-FU,ERLOTINIB,SKOV3,16.21061763
5-FU,ERLOTINIB,SW620,0.494890451
5-FU,ERLOTINIB,SW837,17.29938762
5-FU,ERLOTINIB,T47D,-3.049710368
5-FU,ERLOTINIB,UACC62,17.96898601
5-FU,ERLOTINIB,VCAP,24.41379314
5-FU,ERLOTINIB,ZR751,22.8306176
5-FU,GELDANAMYCIN,A2058,7.376709238
5-FU,GELDANAMYCIN,A2780,0.911963942
5-FU,GELDANAMYCIN,A375,7.160975098
5-FU,GELDANAMYCIN,A427,3.596798037
5-FU,GELDANAMYCIN,CAOV3,-12.98670671
5-FU,GELDANAMYCIN,ES2,-5.25702499
5-FU,GELDANAMYCIN,HCT116,2.916663442
5-FU,GELDANAMYCIN,HT144,5.372215888
5-FU,GELDANAMYCIN,HT29,-3.946071269
5-FU,GELDANAMYCIN,KPL1,2.330576841
5-FU,GELDANAMYCIN,LNCAP,16.30963881
5-FU,GELDANAMYCIN,LOVO,-6.353136659
5-FU,GELDANAMYCIN,MDAMB436,5.799105229
5-FU,GELDANAMYCIN,MSTO,1.459215723
5-FU,GELDANAMYCIN,NCIH1650,-6.752269383
5-FU,GELDANAMYCIN,NCIH2122,-2.692734853
5-FU,GELDANAMYCIN,NCIH23,-9.33481084
5-FU,GELDANAMYCIN,NCIH460,-2.446804514
5-FU,GELDANAMYCIN,NCIH520,3.513037679
5-FU,GELDANAMYCIN,OV90,0.284508898
5-FU,GELDANAMYCIN,RKO,5.246180398
5-FU,GELDANAMYCIN,RPMI7951,-8.084247184
5-FU,GELDANAMYCIN,SKMEL30,-80.63896867
5-FU,GELDANAMYCIN,SKMES1,2.703605277
5-FU,GELDANAMYCIN,SKOV3,-9.188164195
5-FU,GELDANAMYCIN,SW620,-2.851271236
5-FU,GELDANAMYCIN,SW837,-10.01418099
5-FU,GELDANAMYCIN,T47D,30.67999441
5-FU,GELDANAMYCIN,UACC62,-1.345401011
5-FU,GELDANAMYCIN,VCAP,14.04451922
5-FU,GELDANAMYCIN,ZR751,-15.00928456
5-FU,L778123,A2058,9.728264798
5-FU,L778123,A2780,8.786606958
5-FU,L778123,A375,7.632943658
5-FU,L778123,A427,12.32774894
5-FU,L778123,CAOV3,-11.24456132
5-FU,L778123,ES2,10.11350733
5-FU,L778123,HCT116,11.7123653
5-FU,L778123,HT144,0.197753628
5-FU,L778123,HT29,17.54397425
5-FU,L778123,KPL1,2.496732794
5-FU,L778123,LNCAP,5.038648038
5-FU,L778123,LOVO,3.095071036
5-FU,L778123,MDAMB436,6.604912711
5-FU,L778123,MSTO,1.034479697
5-FU,L778123,NCIH1650,12.21982489
5-FU,L778123,NCIH2122,1.491915764
5-FU,L778123,NCIH23,4.785807361
5-FU,L778123,NCIH460,-0.561759117
5-FU,L778123,NCIH520,13.77820507
5-FU,L778123,OV90,12.2053451
5-FU,L778123,RKO,4.778659077
5-FU,L778123,RPMI7951,0.773043627
5-FU,L778123,SKMEL30,-57.88453337
5-FU,L778123,SKMES1,6.079000673
5-FU,L778123,SKOV3,8.13068057
5-FU,L778123,SW620,4.815796702
5-FU,L778123,SW837,-4.457131373
5-FU,L778123,T47D,21.15875733
5-FU,L778123,UACC62,6.817916204
5-FU,L778123,VCAP,12.74042941
5-FU,L778123,ZR751,8.12048649
5-FU,LAPATINIB,A2058,9.192138149
5-FU,LAPATINIB,A2780,8.011124809
5-FU,LAPATINIB,A375,7.497787303
5-FU,LAPATINIB,A427,-4.179454254
5-FU,LAPATINIB,CAOV3,-6.77752803
5-FU,LAPATINIB,ES2,5.344512472
5-FU,LAPATINIB,HCT116,9.688038389
5-FU,LAPATINIB,HT144,4.670574992
5-FU,LAPATINIB,HT29,4.533085635
5-FU,LAPATINIB,KPL1,-9.537311313
5-FU,LAPATINIB,LNCAP,-16.37649722
5-FU,LAPATINIB,LOVO,17.4905864
5-FU,LAPATINIB,MDAMB436,3.644635579
5-FU,LAPATINIB,MSTO,-55.47026432
5-FU,LAPATINIB,NCIH1650,0.905817371
5-FU,LAPATINIB,NCIH2122,9.956195978
5-FU,LAPATINIB,NCIH23,-8.734799525
5-FU,LAPATINIB,NCIH460,-2.035012581
5-FU,LAPATINIB,NCIH520,-7.263521908
5-FU,LAPATINIB,OV90,-9.295070254
5-FU,LAPATINIB,RKO,11.54453602
5-FU,LAPATINIB,RPMI7951,3.318764866
5-FU,LAPATINIB,SKMEL30,9.483503745
5-FU,LAPATINIB,SKMES1,11.05964102
5-FU,LAPATINIB,SKOV3,7.118783779
5-FU,LAPATINIB,SW620,-2.41819166
5-FU,LAPATINIB,SW837,6.956325429
5-FU,LAPATINIB,T47D,14.90928278
5-FU,LAPATINIB,UACC62,9.119946303
5-FU,LAPATINIB,VCAP,10.63255814
5-FU,LAPATINIB,ZR751,14.67630666
5-FU,MK-2206,A2058,15.9003976
5-FU,MK-2206,A2780,18.65621252
5-FU,MK-2206,A375,1.462754204
5-FU,MK-2206,A427,14.11709974
5-FU,MK-2206,CAOV3,41.06914178
5-FU,MK-2206,ES2,0.208379555
5-FU,MK-2206,HCT116,4.12342241
5-FU,MK-2206,HT144,2.021434937
5-FU,MK-2206,HT29,15.70450582
5-FU,MK-2206,KPL1,26.86477535
5-FU,MK-2206,LNCAP,8.305991954
5-FU,MK-2206,LOVO,0.848530544
5-FU,MK-2206,MDAMB436,11.60537383
5-FU,MK-2206,MSTO,-35.31198822
5-FU,MK-2206,NCIH1650,12.96089082
5-FU,MK-2206,NCIH2122,14.51823605
5-FU,MK-2206,NCIH23,3.929903891
5-FU,MK-2206,NCIH460,16.58359358
5-FU,MK-2206,NCIH520,12.9538647
5-FU,MK-2206,OV90,6.205835326
5-FU,MK-2206,RKO,21.99868299
5-FU,MK-2206,RPMI7951,13.79249022
5-FU,MK-2206,SKMEL30,9.528004578
5-FU,MK-2206,SKMES1,18.50316129
5-FU,MK-2206,SKOV3,12.72593158
5-FU,MK-2206,SW620,12.55548781
5-FU,MK-2206,SW837,5.172331698
5-FU,MK-2206,T47D,5.968610426
5-FU,MK-2206,UACC62,16.67190273
5-FU,MK-2206,VCAP,8.882842988
5-FU,MK-2206,ZR751,11.56023639
5-FU,MK-4827,A2058,6.738059724
5-FU,MK-4827,A2780,9.920092422
5-FU,MK-4827,A375,-2.191356891
5-FU,MK-4827,A427,7.285223049
5-FU,MK-4827,CAOV3,-3.746010144
5-FU,MK-4827,ES2,-4.081486949
5-FU,MK-4827,HCT116,8.032401845
5-FU,MK-4827,HT144,-2.572706421
5-FU,MK-4827,HT29,3.280316606
5-FU,MK-4827,KPL1,-3.723996971
5-FU,MK-4827,LNCAP,-24.4814919
5-FU,MK-4827,LOVO,-14.5737162
5-FU,MK-4827,MDAMB436,2.565062788
5-FU,MK-4827,MSTO,-54.84820211
5-FU,MK-4827,NCIH1650,-9.248017329
5-FU,MK-4827,NCIH2122,1.855865952
5-FU,MK-4827,NCIH23,-10.52634233
5-FU,MK-4827,NCIH460,-2.86047703
5-FU,MK-4827,NCIH520,4.451442694
5-FU,MK-4827,OV90,-11.5759633
5-FU,MK-4827,RKO,-0.321869637
5-FU,MK-4827,RPMI7951,1.768875356
5-FU,MK-4827,SKMEL30,3.766964671
5-FU,MK-4827,SKMES1,0.730438428
5-FU,MK-4827,SKOV3,-0.060945557
5-FU,MK-4827,SW620,4.271393057
5-FU,MK-4827,SW837,-12.72451513
5-FU,MK-4827,T47D,-9.881815829
5-FU,MK-4827,UACC62,1.33186452
5-FU,MK-4827,VCAP,10.98857906
5-FU,MK-4827,ZR751,3.182154667
5-FU,MK-5108,A2058,1.804895456
5-FU,MK-5108,A2780,9.260812975
5-FU,MK-5108,A375,8.998438366
5-FU,MK-5108,A427,3.535028344
5-FU,MK-5108,CAOV3,-13.04134069
5-FU,MK-5108,ES2,3.512982746
5-FU,MK-5108,HCT116,16.57015644
5-FU,MK-5108,HT144,0.796023707
5-FU,MK-5108,HT29,12.43049188
5-FU,MK-5108,KPL1,3.719550393
5-FU,MK-5108,LNCAP,-20.6434715
5-FU,MK-5108,LOVO,0.956959524
5-FU,MK-5108,MDAMB436,2.81721211
5-FU,MK-5108,MSTO,-34.44593587
5-FU,MK-5108,NCIH1650,-0.65998377
5-FU,MK-5108,NCIH2122,-1.788640257
5-FU,MK-5108,NCIH23,-2.774618677
5-FU,MK-5108,NCIH460,-5.659480778
5-FU,MK-5108,NCIH520,2.77964034
5-FU,MK-5108,OV90,0.710257261
5-FU,MK-5108,RKO,-2.418031889
5-FU,MK-5108,RPMI7951,4.42376641
5-FU,MK-5108,SKMEL30,14.83857145
5-FU,MK-5108,SKMES1,-2.969522572
5-FU,MK-5108,SKOV3,8.182855454
5-FU,MK-5108,SW620,4.198235212
5-FU,MK-5108,SW837,-3.194708892
5-FU,MK-5108,T47D,4.929422113
5-FU,MK-5108,UACC62,8.186654769
5-FU,MK-5108,VCAP,11.64974134
5-FU,MK-5108,ZR751,0.827023538
5-FU,MK-8669,A2058,32.33623166
5-FU,MK-8669,A2780,16.29531308
5-FU,MK-8669,A375,12.7627595
5-FU,MK-8669,A427,20.62786482
5-FU,MK-8669,CAOV3,8.763442761
5-FU,MK-8669,ES2,15.70508042
5-FU,MK-8669,HCT116,2.54933057
5-FU,MK-8669,HT144,4.915741287
5-FU,MK-8669,HT29,11.81057599
5-FU,MK-8669,KPL1,11.18820987
5-FU,MK-8669,LNCAP,15.99409329
5-FU,MK-8669,LOVO,6.877591215
5-FU,MK-8669,MDAMB436,17.43632979
5-FU,MK-8669,MSTO,-34.43024988
5-FU,MK-8669,NCIH1650,15.85989462
5-FU,MK-8669,NCIH2122,10.30418191
5-FU,MK-8669,NCIH23,21.73781029
5-FU,MK-8669,NCIH460,5.018790841
5-FU,MK-8669,NCIH520,8.154105366
5-FU,MK-8669,OV90,9.562591922
5-FU,MK-8669,RKO,23.25413422
5-FU,MK-8669,RPMI7951,27.33122745
5-FU,MK-8669,SKMEL30,28.19210471
5-FU,MK-8669,SKMES1,8.516905438
5-FU,MK-8669,SKOV3,28.71514833
5-FU,MK-8669,SW620,12.13737781
5-FU,MK-8669,SW837,12.41659205
5-FU,MK-8669,T47D,24.17858199
5-FU,MK-8669,UACC62,12.12565179
5-FU,MK-8669,VCAP,29.67190189
5-FU,MK-8669,ZR751,10.3250317
5-FU,MK-8776,A2058,24.27497218
5-FU,MK-8776,A2058,22.77045382
5-FU,MK-8776,A2780,9.966321601
5-FU,MK-8776,A375,21.58284028
5-FU,MK-8776,A375,22.61183255
5-FU,MK-8776,A427,25.93455259
5-FU,MK-8776,A427,49.91897259
5-FU,MK-8776,CAOV3,58.11878659
5-FU,MK-8776,CAOV3,56.08832537
5-FU,MK-8776,ES2,4.143699249
5-FU,MK-8776,ES2,-25.46837623
5-FU,MK-8776,HCT116,11.10775196
5-FU,MK-8776,HCT116,18.79686217
5-FU,MK-8776,HT144,3.370729194
5-FU,MK-8776,HT29,8.391735723
5-FU,MK-8776,HT29,18.47134855
5-FU,MK-8776,KPL1,-1.208769645
5-FU,MK-8776,LNCAP,3.692863914
5-FU,MK-8776,LOVO,3.298017046
5-FU,MK-8776,LOVO,3.960527754
5-FU,MK-8776,MDAMB436,43.35485062
5-FU,MK-8776,MSTO,-28.69135036
5-FU,MK-8776,NCIH1650,10.2868776
5-FU,MK-8776,NCIH1650,17.79490881
5-FU,MK-8776,NCIH2122,3.063702356
5-FU,MK-8776,NCIH2122,22.21324921
5-FU,MK-8776,NCIH23,2.964151378
5-FU,MK-8776,NCIH23,-0.051990251
5-FU,MK-8776,NCIH460,24.84605685
5-FU,MK-8776,NCIH520,18.30590717
5-FU,MK-8776,OV90,3.155200179
5-FU,MK-8776,RKO,18.42285882
5-FU,MK-8776,RPMI7951,4.923620784
5-FU,MK-8776,SKMEL30,-81.44128366
5-FU,MK-8776,SKMES1,16.98490255
5-FU,MK-8776,SKOV3,5.559655014
5-FU,MK-8776,SW620,9.545061579
5-FU,MK-8776,SW620,4.951958299
5-FU,MK-8776,SW837,-20.52658286
5-FU,MK-8776,T47D,2.458198555
5-FU,MK-8776,UACC62,6.626081706
5-FU,MK-8776,VCAP,10.86891474
5-FU,MK-8776,ZR751,-0.408307311
5-FU,PD325901,A2058,2.264834547
5-FU,PD325901,A2780,24.61014916
5-FU,PD325901,A375,-1.792872312
5-FU,PD325901,A427,16.51852763
5-FU,PD325901,CAOV3,-1.127802619
5-FU,PD325901,ES2,2.81473837
5-FU,PD325901,HCT116,18.32121168
5-FU,PD325901,HT144,9.118873978
5-FU,PD325901,HT29,3.150589534
5-FU,PD325901,KPL1,-6.345032217
5-FU,PD325901,LNCAP,1.645670338
5-FU,PD325901,LOVO,-6.245195086
5-FU,PD325901,MDAMB436,9.358068709
5-FU,PD325901,MSTO,22.0330269
5-FU,PD325901,NCIH1650,4.325373079
5-FU,PD325901,NCIH2122,3.097450283
5-FU,PD325901,NCIH23,4.262708422
5-FU,PD325901,NCIH460,16.33218457
5-FU,PD325901,NCIH520,-1.142915464
5-FU,PD325901,OV90,-6.566990006
5-FU,PD325901,RKO,9.445147693
5-FU,PD325901,RPMI7951,0.632784109
5-FU,PD325901,SKMEL30,-144.4016546
5-FU,PD325901,SKMES1,-5.424553399
5-FU,PD325901,SKOV3,2.852933066
5-FU,PD325901,SW620,2.347254675
5-FU,PD325901,SW837,0.946096128
5-FU,PD325901,T47D,46.99657957
5-FU,PD325901,UACC62,-3.443232407
5-FU,PD325901,VCAP,11.43502994
5-FU,PD325901,ZR751,-7.018474235
5-FU,SORAFENIB,A2058,1.487456177
5-FU,SORAFENIB,A2780,2.077318362
5-FU,SORAFENIB,A375,1.312446684
5-FU,SORAFENIB,A427,2.86621957
5-FU,SORAFENIB,CAOV3,-16.67220342
5-FU,SORAFENIB,ES2,0.126680077
5-FU,SORAFENIB,HCT116,-1.955025391
5-FU,SORAFENIB,HT144,4.459502599
5-FU,SORAFENIB,HT29,-3.551610833
5-FU,SORAFENIB,KPL1,-5.046283575
5-FU,SORAFENIB,LNCAP,-13.39034615
5-FU,SORAFENIB,LOVO,-13.81534377
5-FU,SORAFENIB,MDAMB436,-4.304317076
5-FU,SORAFENIB,MSTO,-13.50351384
5-FU,SORAFENIB,NCIH1650,-2.500149835
5-FU,SORAFENIB,NCIH2122,-3.768823231
5-FU,SORAFENIB,NCIH23,-1.286810998
5-FU,SORAFENIB,NCIH460,-0.895637539
5-FU,SORAFENIB,NCIH520,5.28680143
5-FU,SORAFENIB,OV90,2.416837201
5-FU,SORAFENIB,RKO,1.883583913
5-FU,SORAFENIB,RPMI7951,-5.041472651
5-FU,SORAFENIB,SKMEL30,2.120028283
5-FU,SORAFENIB,SKMES1,0.28515445
5-FU,SORAFENIB,SKOV3,10.2363359
5-FU,SORAFENIB,SW620,0.574152697
5-FU,SORAFENIB,SW837,-8.60896251
5-FU,SORAFENIB,T47D,-4.531377558
5-FU,SORAFENIB,UACC62,0.326449314
5-FU,SORAFENIB,VCAP,1.444307744
5-FU,SORAFENIB,ZR751,-11.36179266
5-FU,SUNITINIB,A2058,9.621620126
5-FU,SUNITINIB,A2780,9.700986375
5-FU,SUNITINIB,A375,7.351048597
5-FU,SUNITINIB,A427,8.210705504
5-FU,SUNITINIB,CAOV3,5.092136253
5-FU,SUNITINIB,ES2,14.41382075
5-FU,SUNITINIB,HCT116,7.332783493
5-FU,SUNITINIB,HT144,4.677389118
5-FU,SUNITINIB,HT29,3.379046398
5-FU,SUNITINIB,KPL1,7.229487797
5-FU,SUNITINIB,LNCAP,-6.200837303
5-FU,SUNITINIB,LOVO,2.082310176
5-FU,SUNITINIB,MDAMB436,5.231389265
5-FU,SUNITINIB,MSTO,-19.19337264
5-FU,SUNITINIB,NCIH1650,4.374037921
5-FU,SUNITINIB,NCIH2122,5.838627875
5-FU,SUNITINIB,NCIH23,3.141670668
5-FU,SUNITINIB,NCIH460,7.129324107
5-FU,SUNITINIB,NCIH520,5.810341082
5-FU,SUNITINIB,OV90,3.664358548
5-FU,SUNITINIB,RKO,7.996355114
5-FU,SUNITINIB,RPMI7951,-1.343261089
5-FU,SUNITINIB,SKMEL30,3.667165234
5-FU,SUNITINIB,SKMES1,11.90261481
5-FU,SUNITINIB,SKOV3,18.2643848
5-FU,SUNITINIB,SW620,6.859498039
5-FU,SUNITINIB,SW837,-4.901836837
5-FU,SUNITINIB,T47D,8.941154332
5-FU,SUNITINIB,UACC62,8.795687473
5-FU,SUNITINIB,VCAP,12.48379896
5-FU,SUNITINIB,ZR751,6.169627433
5-FU,TEMOZOLOMIDE,A2058,2.774368984
5-FU,TEMOZOLOMIDE,A2780,-0.604352835
5-FU,TEMOZOLOMIDE,A375,-15.98333594
5-FU,TEMOZOLOMIDE,A427,18.36101941
5-FU,TEMOZOLOMIDE,CAOV3,-35.66063407
5-FU,TEMOZOLOMIDE,ES2,3.425607133
5-FU,TEMOZOLOMIDE,HCT116,-15.66309184
5-FU,TEMOZOLOMIDE,HT144,-24.286518
5-FU,TEMOZOLOMIDE,HT29,-13.17812058
5-FU,TEMOZOLOMIDE,KPL1,-32.03551474
5-FU,TEMOZOLOMIDE,LNCAP,-16.14608633
5-FU,TEMOZOLOMIDE,LOVO,-17.96614029
5-FU,TEMOZOLOMIDE,MDAMB436,7.546525137
5-FU,TEMOZOLOMIDE,MSTO,-8.452318032
5-FU,TEMOZOLOMIDE,NCIH1650,-16.13611503
5-FU,TEMOZOLOMIDE,NCIH2122,-4.976433836
5-FU,TEMOZOLOMIDE,NCIH23,-22.41858189
5-FU,TEMOZOLOMIDE,NCIH460,-23.41105381
5-FU,TEMOZOLOMIDE,NCIH520,2.01551389
5-FU,TEMOZOLOMIDE,OV90,-8.734577697
