drug1,drug2,cell,label
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,CAOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,HT144,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,LOVO,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,NCIH23,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,SW837,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,UACC62,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,ZR751,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,A2780,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,ES2,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,HCT116,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,SKOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,A427,1
O=c1[nH]cc(F)c(=O)[nH]1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,NCIH2122,1
O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,RKO,1
O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,T47D,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,A375,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,CAOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,HT144,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,HT29,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,LOVO,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,MSTO,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,NCIH1650,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,NCIH23,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,NCIH460,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,OV90,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,RKO,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,RPMI7951,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,SKMEL30,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,SKMES1,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,SW837,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,T47D,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,UACC62,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,ZR751,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,A2058,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,A2780,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,ES2,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,HCT116,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,KPL1,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,MDAMB436,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,SKOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,VCAP,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,LNCAP,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,NCIH520,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,SW620,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,A427,1
O=c1[nH]cc(F)c(=O)[nH]1,O=P1(N(CCCl)CCCl)NCCCO1,NCIH2122,1
O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,A375,1
O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,OV90,1
O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,SKMES1,1
O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ZR751,1
O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,KPL1,1
O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,SKOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,LNCAP,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,A375,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CAOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,HT144,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,HT29,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,LOVO,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,MSTO,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,NCIH1650,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,NCIH23,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,NCIH460,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,OV90,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,RKO,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,RPMI7951,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,SKMEL30,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,SKMES1,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,SW837,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,T47D,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,UACC62,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,ZR751,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,A2058,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,A2780,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,ES2,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,HCT116,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,KPL1,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,MDAMB436,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,SKOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,VCAP,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,LNCAP,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,NCIH520,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,SW620,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,A427,1
O=c1[nH]cc(F)c(=O)[nH]1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,NCIH2122,1
O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,MSTO,1
O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,RKO,1
O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,UACC62,1
O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,A2058,1
O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,ES2,1
O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,HCT116,1
O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,KPL1,1
O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,MDAMB436,1
O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,NCIH2122,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,A375,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CAOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,HT144,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,HT29,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,LOVO,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,MSTO,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,NCIH1650,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,NCIH23,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,NCIH460,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,OV90,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,RKO,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,RPMI7951,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,SKMEL30,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,SKMES1,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,SW837,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,T47D,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,UACC62,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,ZR751,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,A2058,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,A2780,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,ES2,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,HCT116,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,KPL1,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,MDAMB436,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,SKOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,VCAP,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,LNCAP,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,NCIH520,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,SW620,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,A427,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,NCIH2122,1
O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,HT144,1
O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,NCIH1650,1
O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,NCIH23,1
O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,A2058,1
O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,NCIH520,1
O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,SW620,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,A375,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,CAOV3,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,HT144,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,HT29,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,LOVO,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,MSTO,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,NCIH1650,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,NCIH23,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,NCIH460,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,OV90,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,RKO,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,RPMI7951,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,SKMEL30,1
O=c1[nH]cc(F)c(=O)[nH]1,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,SKMES1,1
